"Bug ID","Issue Type","Summary","Product","Component","Assignee","Reporter","Version","Status","Resolution","Opened","Severity","Changed","Number of Comments"
262471,"ENHANCEMENT","Add code folding for arrays","php","Editor","junichi11","kwfinken",8.2,"RESOLVED","FIXED","2016-06-17 16:08:38","normal","2017-07-30 11:26:13",20
258081,"DEFECT","Subversion recent NB8.1 update overriding projects SCM/VCS type","versioncontrol","Subversion","ovrabec","dbrad",8.1,"RESOLVED","WONTFIX","2016-02-20 20:56:57","normal","2016-03-10 20:18:36",3
258417,"TASK","Added ClassPath switching among several ClassPath instances","java","Project","apireviews","tzezula",8.2,"NEW"," ---","2016-03-17 14:05:00","normal","2016-10-11 01:58:22",2
267486,"DEFECT","Check all CaretMoveHandler impls called under document's read lock","editor","Painting & Printing","mmetelka","mmetelka",8.2,"RESOLVED","FIXED","2016-08-08 14:29:08","normal","2016-08-11 01:56:07",3
254993,"DEFECT","[newcodemodel] ArrayIndexOutOfBoundsException in HandleIncludeDirectiveHelper.$RecoveryPathStringRef()","cnd","Code Model","vv159170","alexvsimon",8.1,"RESOLVED","DUPLICATE","2015-09-04 07:15:02","normal","2015-09-04 09:50:16",2
258337,"DEFECT","Error on lambda within the definition of variables at the function arguments (关于函数实参处的lambda内定义变量的错误)","cnd","Code Model","petrk","Rocon",8.1,"RESOLVED","WORKSFORME","2016-03-12 12:50:08","normal","2016-07-14 14:08:54",4
262311,"TASK","Shortcuts on pinnable tooltips","debugger","Code","mentlicher","mentlicher",8.2,"RESOLVED","FIXED","2016-06-02 14:14:39","normal","2018-02-25 09:47:40",5
270667,"DEFECT","The java index is not updated when new module-info is created","java","Source","tzezula","tzezula","Dev","RESOLVED","FIXED","2017-05-17 14:38:29","normal","2017-05-19 01:51:51",3
259009,"ENHANCEMENT","[launchers] usability in launchers dialog","cnd","Project","alexvsimon","vv159170",8.2,"RESOLVED","FIXED","2016-04-25 14:49:53","normal","2016-04-27 02:25:41",5
269499,"DEFECT","Debugging of Maven based Java projects does not work","debugger","Code","mentlicher","jkovalsky",8.2,"CLOSED","INVALID","2017-01-06 16:54:30","normal","2017-01-09 15:30:05",5
256001,"DEFECT","Complete UI freeze caused by infinite wait in o.openide.text.LineVector.lockCheckUpdate","platform","Text","mmetelka","vkvashin",8.2,"RESOLVED","DUPLICATE","2015-10-18 19:24:45","normal","2015-10-18 20:04:48",5
267326,"DEFECT","Random position of caret when navigating to a method","editor","Painting & Printing","ralphbenjamin","tmysik",8.2,"VERIFIED","FIXED","2016-07-27 05:09:25","normal","2016-08-01 05:25:01",5
268747,"DEFECT","Add self-profiling to standard release process","ide","Performance","thurka","NukemBy","Dev","NEW"," ---","2016-10-30 15:27:04","normal","2016-10-30 15:27:04",1
262231,"DEFECT","Exception Reporter cannot post bug through Firewall","ide","Logger","mentlicher","bht",8.1,"REOPENED"," ---","2016-05-26 08:54:54","normal","2016-09-27 09:27:03",10
267995,"DEFECT","Grammar errors in UI","cnd"," -- Other --","alexvsimon","apepin",8.2,"RESOLVED","FIXED","2016-09-13 12:34:11","normal","2016-09-14 06:56:16",5
252715,"DEFECT","Cannot start Java DB server in order to connect to database","db","Derby","matthias42","jkovalsky",8.1,"VERIFIED","FIXED","2015-06-01 06:37:53","normal","2016-03-13 18:03:11",17
250043,"DEFECT","Modules not found after update","platform","Autoupdate","lfischmeistr","muellermi","8.0.2","RESOLVED","INCOMPLETE","2015-01-27 09:20:29","normal","2015-03-18 14:46:27",4
254139,"DEFECT","Native print statements not appearing with Java JNI/JNA","platform","Output Window","jhavlin","JohnReedlol","8.0.2","RESOLVED","WORKSFORME","2015-08-05 01:44:19","normal","2015-09-14 13:52:53",3
253387,"TASK","Remove AbstractLogicalViewProvider","javaee","Web Project","dkonecny","tzezula",8.1,"NEW"," ---","2015-07-09 15:33:57","normal","2015-07-09 15:35:34",1
267915,"DEFECT","[JShell] out of bounds during code completion","java","JShell","sdedic","jtulach",8.2,"RESOLVED","FIXED","2016-09-07 07:57:53","normal","2016-12-01 13:48:55",7
257761,"DEFECT","Editor shortcuts using Ctrl + Alt + Shift + letter broken","java","Refactoring","sdedic","bolsover",8.1,"RESOLVED","FIXED","2016-01-29 14:46:17","normal","2017-05-24 19:38:39",7
251467,"DEFECT","Netbeans does not always know how to correctly parse plugin groovy or java classes.","groovy","Grails","mjanicek","MarkFlacy","8.0.2","NEW"," ---","2015-03-28 02:29:51","normal","2015-09-30 14:01:29",4
262823,"DEFECT","[performance] slow apply diff chunks in Diff view","utilities","Diff","mmetelka","vv159170",8.2,"NEW"," ---","2016-07-15 11:19:37","normal","2016-07-15 11:41:26",2
255089,"TASK","Update JDK in bundles to 8u65","installer","JDK bundle","lfischmeistr","lfischmeistr","8.0.2","RESOLVED","FIXED","2015-09-08 12:37:39","normal","2015-10-20 12:54:08",4
258433,"DEFECT","enable APT in 8.1","cnd","Code Model","vv159170","vv159170",8.1,"VERIFIED","FIXED","2016-03-18 13:33:11","normal","2016-04-20 14:17:39",5
251051,"TASK","Update JDK in bundles to 8u45 and 7u80","installer","JDK bundle","lfischmeistr","lfischmeistr","8.0.2","RESOLVED","FIXED","2015-03-10 07:08:34","normal","2015-05-27 13:18:19",3
270763,"TASK","Move clang-tidy integration to nb contrib","cnd"," -- Other --","ilia","ilia","Dev","NEW"," ---","2017-05-29 19:12:20","normal","2017-07-20 17:51:12",2
256513,"DEFECT","OutOfMemoryError: unable to create new native thread","editor","Search","mkristofic","brettryan",8.1,"RESOLVED","FIXED","2015-11-11 13:04:41","normal","2016-06-15 01:53:38",8
267422,"DEFECT","Coloring is broken after if (i++ < 10)","javascript","Editor","ppisl","ppisl",8.2,"RESOLVED","FIXED","2016-08-03 13:06:11","normal","2016-08-04 02:03:49",4
262327,"DEFECT","RequireJS support broken in javascript2-frameworks","javascript","RequireJS","ppisl","vriha",8.2,"RESOLVED","FIXED","2016-06-03 10:48:34","normal","2016-07-20 01:51:37",5
251643,"DEFECT","Local variable not visible in prototype's function body","javascript","Node.js","ppisl","vriha",8.1,"VERIFIED","FIXED","2015-04-04 12:28:35","normal","2015-04-17 17:04:54",4
268011,"DEFECT","API to differentiate application exceptions. Was:java.lang.ClassNotFoundException: org.omg.CORBA.portable.ApplicationException","debugger","Code","mentlicher","thurka","Dev","RESOLVED","FIXED","2016-09-14 08:44:28","normal","2016-10-29 02:20:24",9
251979,"DEFECT","Jade template should not be present for J2SE project","javascript","Jade","ppisl","tmysik",8.1,"RESOLVED","FIXED","2015-04-22 09:29:38","normal","2015-06-18 02:41:49",4
257857,"ENHANCEMENT","Be able to add breakpoints on types that are known during runtime.","debugger","Code","mentlicher","mentlicher",8.2,"NEW"," ---","2016-02-05 06:36:37","normal","2016-02-05 06:36:37",1
257105,"DEFECT","Window System refresh problem","platform","Window System","theofanis","geertjan","8.0.2","NEW"," ---","2015-12-10 23:23:12","normal","2016-01-20 10:28:13",5
258945,"DEFECT","ClassNotFoundException: javax.activation.DataContentHandlerFactory","platform","Window System","tzezula","jiriprox",8.2,"RESOLVED","FIXED","2016-04-21 11:57:16","normal","2017-02-15 14:29:03",10
256689,"DEFECT","Profiling Points can be edited during a profiling session","profiler","Base","jis","jis","6.x","RESOLVED","FIXED","2015-11-19 12:29:14","normal","2015-11-20 02:28:46",3
269435,"DEFECT","copy past when writing by non-english, in linux","editor","Key bindings","sdedic","manee1982",8.1,"RESOLVED","INCOMPLETE","2016-12-27 08:38:42","normal","2017-02-07 13:27:40",5
262167,"DEFECT","Convert ""ifs"" to ""switch"" incorrectly generated code","java","Hints","sdedic","ibeaumont",8.1,"RESOLVED","FIXED","2016-05-20 14:57:07","normal","2016-05-26 01:58:10",6
254491,"ENHANCEMENT","Exclude already reviewed tutorials from the offering","qa","Synergy","vriha","jkovalsky",8.1,"VERIFIED","FIXED","2015-08-18 21:46:37","normal","2015-09-08 08:44:21",5
256529,"DEFECT","java.io.IOException: Server returned HTTP response code: 400 for URL: http://104.236.211.12/exception/report","updatecenters","Third-party","pgebauer","waar19",8.1,"NEW"," ---","2015-11-11 23:43:41","normal","2017-11-09 18:25:57",5
256865,"DEFECT","Yii project background scanning of project keep hanging","javascript","Editor","ppisl","tuen.lee",8.0,"VERIFIED","FIXED","2015-11-30 09:29:48","normal","2016-02-04 12:38:32",13
268107,"DEFECT","NullPointerException at org.netbeans.modules.java.j2seproject.J2SEActionProvider$Provider.forRoot","java","Project","tzezula","javatlacati",8.2,"RESOLVED","FIXED","2016-09-20 06:16:12","normal","2016-09-20 16:02:54",4
257953,"DEFECT","Freeze after removing types of phpdoc tag","php","Editor","tmysik","junichi11",8.2,"RESOLVED","FIXED","2016-02-12 05:38:45","normal","2016-02-16 02:52:34",11
270699,"DEFECT","Sometimes all interface disappears. Only menus works and clean workspace","ide","Code","issues","Alexander2018","Dev","NEW"," ---","2017-05-21 20:23:10","normal","2017-05-21 20:23:16",2
250572,"DEFECT","memory sampling does not work with JDK 9","profiler","Engine","thurka","thurka",8.0,"RESOLVED","FIXED","2015-02-20 09:52:56","normal","2015-03-17 12:09:24",4
250908,"DEFECT","problems with license header template expansion","apisupport","Templates","ovrabec","err","8.0.2","RESOLVED","FIXED","2015-03-04 22:28:54","normal","2015-07-18 01:47:13",5
262264,"DEFECT","The IDE hang the whole MacOSX no matter on save or editing arbitrarily","php","Editor","tmysik","richso",8.1,"RESOLVED","WORKSFORME","2016-05-28 18:11:39","normal","2016-06-02 06:17:17",9
249740,"DEFECT","LineDocumentUtils.isLineWhitespace has wrong implementation.","editor","Painting & Printing","mkristofic","ppisl",8.1,"RESOLVED","FIXED","2015-01-12 09:01:21","normal","2015-03-16 13:46:57",3
253836,"DEFECT","Incorrect license for new files","platform","Templates","sdedic","tmysik",8.1,"VERIFIED","FIXED","2015-07-27 07:53:40","normal","2015-07-30 07:42:58",9
257458,"DEFECT","SQL statements returning resultdset are executed twice","db","Show Data","matthias42","NukemBy",8.2,"RESOLVED","FIXED","2016-01-07 11:59:55","normal","2016-05-28 22:53:55",12
250076,"DEFECT","Nativeexecution unit tests fail","cnd","execution","ilia","henk89",8.1,"RESOLVED","FIXED","2015-01-28 16:40:38","normal","2015-03-12 11:01:23",2
255954,"DEFECT","""Could not initialize org.eclipse.jgit.*"" for any Git command/process","versioncontrol","Git","ovrabec","danny_b","8.0.2","RESOLVED","FIXED","2015-10-15 16:07:44","normal","2015-10-16 13:21:00",5
257042,"DEFECT","NullPointerException at org.netbeans.modules.j2ee.ejbverification.HintsUtils.getOrCacheContext","javaee","EJB","marfous","tboudreau",8.2,"NEW"," ---","2015-12-08 05:13:33","normal","2018-02-03 03:20:21",10
250412,"ENHANCEMENT","Support for in-place rename","java","Hints","sdedic","sdedic",8.1,"NEW"," ---","2015-02-13 11:11:21","normal","2015-02-16 07:46:23",1
253004,"DEFECT","junit test with a (java) file containg .xml in its name fails.","projects","Generic Infrastructure","tstupka","EduardKarelEtc",8.0,"RESOLVED","DUPLICATE","2015-06-15 13:22:10","normal","2015-06-24 15:47:37",3
270124,"DEFECT","No new RSS feeds since Jan 17, 2017","ide","Welcome","jpirek","jtulach",8.2,"VERIFIED","FIXED","2017-03-20 02:55:02","normal","2017-04-11 14:47:56",2
255122,"DEFECT","Completely separate IO stuff from document's handling when reading/reloading document content from file stream","platform","Text","mmetelka","mmetelka",8.1,"NEW"," ---","2015-09-09 08:34:13","normal","2016-01-26 14:41:53",2
268540,"DEFECT","""Rename Test Class"" does not work","java","Refactoring","sdedic","wqtnetbeans",8.2,"RESOLVED","FIXED","2016-10-16 01:41:03","normal","2017-03-16 02:50:27",4
268124,"DEFECT","right click with two button mouse does not work.","ide","Code","issues","kecampbell",8.2,"NEW"," ---","2016-09-20 22:00:13","normal","2017-07-19 13:20:12",3
249836,"DEFECT","PHP: Selenium test folder not added to list of directories","utilities","Selenium","theofanis","vriha",8.1,"VERIFIED","WORKSFORME","2015-01-15 15:38:25","normal","2015-03-04 14:53:22",3
268460,"TASK","Replace old DTD Lexer using Lexer API","xml","Lexer","sdedic","sdedic","Dev","RESOLVED","FIXED","2016-10-11 07:09:02","normal","2016-10-20 01:58:57",4
251676,"ENHANCEMENT","Next/Prev bookmark collision with other actions","editor","Actions/Menu/Toolbar","mmetelka","cezariusz","8.0.2","NEW"," ---","2015-04-06 15:39:26","normal","2015-04-23 14:22:46",5
250172,"ENHANCEMENT","Surround selected text with quotation marks","editor","Completion & Templates","dbalek","geertjan",8.1,"RESOLVED","WORKSFORME","2015-02-03 09:55:10","normal","2016-08-28 12:15:12",3
262280,"DEFECT","Multicaret: CTRL-SHIFT double click should select word","editor","Actions/Menu/Toolbar","ralphbenjamin","ralphbenjamin",8.2,"RESOLVED","FIXED","2016-05-31 09:21:13","normal","2016-06-30 01:52:25",3
256386,"ENHANCEMENT","NetBeans Dashboard should update itself until FCS not RC","qa","Dashboard","vriha","jkovalsky",8.1,"RESOLVED","FIXED","2015-11-05 14:39:14","normal","2015-11-13 14:10:08",6
256722,"DEFECT","Java 8 native packaging does NOT produce exe, nor with Inno Setup or WiX Toolset","javafx","Project","rsvitanic","dado023",8.1,"REOPENED"," ---","2015-11-21 19:05:46","normal","2015-12-11 20:33:32",5
270892,"DEFECT","A crash happens every time I click on the project creation browse button, with no message appearing on the screen","ide","UI","issues","AeresBlade",8.2,"NEW"," ---","2017-06-16 07:29:27","normal","2017-06-16 07:29:31",2
270140,"ENHANCEMENT","Add Java/HTML Maven Archetypes","projects","Maven","tstupka","maxnitribitt","Dev","RESOLVED","FIXED","2017-03-20 17:27:04","normal","2017-04-11 01:51:58",31
251436,"DEFECT","Deadlock when setting a project's active browser","web","HTML Project","tmysik","mentlicher",8.1,"RESOLVED","FIXED","2015-03-26 13:11:40","normal","2015-05-12 11:33:41",4
256562,"DEFECT","NullPointerException at javax.swing.text.JTextComponent.setCaretPosition","platform","Text","mmetelka","apepin",8.1,"NEW"," ---","2015-11-12 16:43:49","normal","2018-05-09 23:21:01",12
249932,"DEFECT","Unknown event type in CPUDataFrameProcessor","profiler","Engine","thurka","jis",8.1,"RESOLVED","FIXED","2015-01-21 15:48:56","normal","2015-01-29 04:15:27",3
271900,"DEFECT","Erroneous Errors","cnd","Code Model","issues","aschwarz1309",8.2,"NEW"," ---","2017-12-10 18:09:36","normal","2017-12-10 22:45:35",4
269644,"DEFECT","Mercurial Annotate fails on files with spaces in them and files named like .hgignore","versioncontrol","Mercurial","ovrabec","SirIntellegence",8.2,"NEW"," ---","2017-01-24 20:33:21","normal","2017-08-15 20:54:13",7
262376,"DEFECT","Scanning Facelets libraries job does not terminate","javaee","JSF","phejl","jomu",8.2,"RESOLVED","DUPLICATE","2016-06-09 11:43:34","normal","2016-07-14 08:14:54",5
271484,"DEFECT","JavacParser does not handle --add-modules=<module_name> compiler option.","java","Source","dbalek","dbalek","Dev","RESOLVED","FIXED","2017-09-15 13:26:58","normal","2017-09-17 01:52:05",3
254700,"TASK","Update nested JRE to 8u60","installer","Code","lfischmeistr","lfischmeistr",8.1,"RESOLVED","FIXED","2015-08-25 11:07:17","normal","2015-08-28 01:24:06",3
270316,"ENHANCEMENT","Cannot use dbx debugger for developer studio compilers.","cnd","Debugger","alexvsimon","alexvsimon","Dev","RESOLVED","FIXED","2017-04-06 13:30:42","normal","2017-04-11 01:53:37",8
269564,"DEFECT",".","java","Editor","dbalek","ricosw",8.2,"RESOLVED","FIXED","2017-01-14 20:13:34","normal","2017-01-14 21:00:54",2
262296,"DEFECT","class not found, corrupted cache","java","Source","sdedic","ymajoros",8.1,"RESOLVED","INCOMPLETE","2016-06-01 13:49:36","normal","2016-07-26 09:39:02",3
252780,"DEFECT","The jdk.xml.-jdk-preinit does not work on JDK 9","apisupport","Harness","pgebauer","tzezula",8.1,"NEW"," ---","2015-06-03 16:24:49","normal","2015-09-23 11:00:13",3
269148,"DEFECT","Exceptions in unit tests (old code model)","cnd","Code Model","vkvashin","vkvashin","Dev","VERIFIED","FIXED","2016-11-28 11:54:51","normal","2016-12-09 12:09:54",3
268396,"DEFECT","No code completion comes up after hitting dot while using multicursor","editor","Completion & Templates","dbalek","ChrisLE",8.2,"RESOLVED","FIXED","2016-10-07 08:06:03","normal","2017-05-06 02:10:48",3
258242,"DEFECT","semantic coloring expands IDENT border","cnd","Editor","alexvsimon","vv159170",8.1,"VERIFIED","FIXED","2016-03-04 12:40:25","normal","2016-04-18 14:33:11",5
267980,"DEFECT","[newcodemodel] Start entry path should be absolute!","cnd","Code Model","vv159170","alexvsimon","Dev","VERIFIED","FIXED","2016-09-12 15:47:59","normal","2016-09-20 12:15:48",13
269068,"DEFECT","[newcodemodel] AssertionError: Invalid index!","cnd","Code Model","vv159170","ashpynov","Dev","VERIFIED","FIXED","2016-11-22 09:02:55","normal","2016-12-12 09:10:06",5
254876,"DEFECT","IDE has unresolved identifiers in refactored code (""Introduce Function"" action)","cnd","Project","alexvsimon","soldatov",8.1,"RESOLVED","FIXED","2015-08-31 13:56:12","normal","2015-09-04 01:24:52",5
267221,"DEFECT","Multicaret: Escaping the multicaret mode sets editor to scrolling mode (Eclipse keymap)","editor","Actions/Menu/Toolbar","mmetelka","markiewb",8.2,"REOPENED"," ---","2016-07-20 09:40:58","normal","2016-07-24 16:09:44",4
262136,"DEFECT","ShellSessionTest.testExecute fails for 21 build","cnd","execution","vkvashin","vkvashin",8.2,"RESOLVED","WORKSFORME","2016-05-18 11:32:34","normal","2016-07-21 20:44:40",5
257330,"DEFECT","NullPointerException at com.sun.tools.javac.comp.Resolve.findVar","java","Compiler","dbalek","misterm",8.2,"RESOLVED","FIXED","2015-12-29 14:35:15","normal","2016-03-29 09:40:05",10
270076,"DEFECT","Compile on save must finish before other action is invoked","java","Project","tzezula","jtulach","Dev","RESOLVED","FIXED","2017-03-15 15:05:52","normal","2017-05-16 01:43:15",3
254044,"DEFECT","[newcodemodel] java.lang.AssertionError: 1 vs. 462","cnd","Code Model","vv159170","vv159170",8.1,"RESOLVED","FIXED","2015-07-31 20:40:15","normal","2015-08-28 08:16:30",5
251036,"DEFECT","Another Http javadoc","java","Source","tzezula","tzezula",8.1,"RESOLVED","FIXED","2015-03-09 14:52:19","normal","2015-03-13 03:13:37",3
270748,"DEFECT","C/C++ editor destroys groovy editor","cnd","Editor","alexvsimon","alexvsimon","Dev","RESOLVED","FIXED","2017-05-26 14:07:15","normal","2017-07-20 17:51:36",4
249868,"DEFECT","Java Print API not working in platform application","platform"," -- Other --","anebuzelsky","cdavis","8.0.2","RESOLVED","WORKSFORME","2015-01-16 21:52:13","normal","2015-01-18 17:16:52",14
253964,"DEFECT","[newcodemodel] incorrect ""-D __cplusplus"" in navigator","cnd","Code Model","vv159170","vv159170",8.1,"RESOLVED","FIXED","2015-07-29 23:11:32","normal","2015-08-17 11:01:59",5
268492,"DEFECT","NetBeans IDE 7.0.1 Closes ~8 Seconds After Launch","ide","Welcome","saubrecht","wjburwell","7.0.1","RESOLVED","DUPLICATE","2016-10-12 17:04:44","normal","2017-02-15 13:51:39",2
270332,"DEFECT","Unable to create new Maven web application, keeps trying to download maven-parent-20.pom and others","projects","Maven","tstupka","werdna",8.2,"NEW"," ---","2017-04-08 10:12:09","normal","2017-05-15 10:27:16",3
256082,"DEFECT","display of variables is often stale","cnd","Debugger","mromashova","tbrunhoff","Dev","VERIFIED","FIXED","2015-10-21 15:40:42","normal","2016-12-13 08:51:07",26
255330,"DEFECT","It is not possible to take heap dump","profiler","Engine","thurka","thurka",8.0,"RESOLVED","FIXED","2015-09-16 12:40:42","normal","2015-09-17 01:25:38",3
262312,"TASK","Debugger tooltips API","debugger","Code","mentlicher","mentlicher",8.2,"RESOLVED","FIXED","2016-06-02 14:22:33","normal","2016-06-16 01:52:34",8
268412,"DEFECT","Support for items in /list","java","JShell","sdedic","geertjan","Dev","RESOLVED","FIXED","2016-10-07 21:25:49","normal","2016-12-01 15:42:28",3
251628,"DEFECT","New Project wizard blocked by missing Express","web","HTML Project","tmysik","vriha",8.1,"VERIFIED","FIXED","2015-04-03 11:40:55","normal","2015-04-12 15:01:05",4
270252,"ENHANCEMENT","Output window looses filter when contents is reset","apisupport","Project","mkozeny","ArieDoelman","8.0.2","NEW"," ---","2017-03-30 13:12:01","normal","2017-03-30 13:12:01",1
267327,"DEFECT","Caret position is not restored","editor","Painting & Printing","mmetelka","tmysik",8.2,"VERIFIED","FIXED","2016-07-27 05:22:54","normal","2016-09-05 09:15:12",5
268748,"DEFECT","NB hangs while debugging","debugger","Java","mentlicher","NukemBy","Dev","NEW"," ---","2016-10-30 15:45:38","normal","2017-01-25 06:04:36",4
250796,"ENHANCEMENT","Add native LLDB debugging support","cnd","Debugger","mromashova","kazssym","8.0.2","NEW"," ---","2015-03-01 10:53:04","normal","2019-07-13 09:35:04",10
250044,"DEFECT","Kenai integration is java.io.File based","versioncontrol","Code","ovrabec","alexvsimon",8.1,"RESOLVED","WONTFIX","2015-01-27 09:57:31","normal","2015-01-28 04:13:12",7
251884,"DEFECT","ClassCastException: javax.swing.JScrollPane cannot be cast to javax.swing.text.JTextComponent","java","Refactoring","ralphbenjamin","alexvsimon",8.1,"RESOLVED","FIXED","2015-04-16 08:37:46","normal","2015-04-16 09:13:05",4
250380,"DEFECT","Silent exception thrown that stops netbeans connector connecting to Chrome","updatecenters","Third-party","pgebauer","wjdhamilton","8.0.2","RESOLVED","WONTFIX","2015-02-11 21:01:04","normal","2015-02-12 09:43:25",3
262488,"ENHANCEMENT","Allow bookmark markers to be relocated","editor","Navigation","mkristofic","antoniocs",8.1,"NEW"," ---","2016-06-20 11:18:37","normal","2016-06-20 11:21:05",1
258098,"DEFECT","Special if else treatment - different handling 8.0.x vs 8.1","editor","Formatting & Indentation","dbalek","dboldureanu",8.1,"RESOLVED","FIXED","2016-02-22 15:12:23","normal","2016-05-25 01:50:51",7
251804,"DEFECT","deadlock while closing IDE with running WLS","serverplugins","WebLogic","phejl","jungi",8.1,"RESOLVED","FIXED","2015-04-13 18:34:04","normal","2015-04-16 06:35:45",3
256178,"DEFECT","Stop constructor generation from @Model if more than 255 properties","platform","Html4j","jtulach","maxnitribitt",8.2,"RESOLVED","FIXED","2015-10-26 11:29:47","normal","2015-10-28 18:30:50",5
270012,"ENHANCEMENT","Eclipselink out of date","ide","libs","issues","ozziej",8.2,"NEW"," ---","2017-03-08 06:11:51","normal","2017-04-27 07:47:43",2
250636,"DEFECT","Memory leak in debugger","debugger","Java","mentlicher","mentlicher",8.0,"RESOLVED","FIXED","2015-02-23 15:30:57","normal","2016-04-23 14:02:38",7
254316,"TASK","Rewrite JsKeystrokeHandler & JspKit to Typing Hooks","javaee","JSP","phejl","phejl",8.1,"RESOLVED","FIXED","2015-08-12 14:06:25","normal","2015-10-01 11:43:43",2
251308,"DEFECT","Gluon SceneBuilder cannot be detected by NetBeans","javafx","Visual Tool Integration","rsvitanic","markiewb","8.0.2","VERIFIED","FIXED","2015-03-19 20:48:49","normal","2015-10-13 19:05:55",8
249804,"DEFECT","Broken 'Assembler' category in Project Properties window","cnd","Project","vkvashin","soldatov",8.1,"RESOLVED","FIXED","2015-01-14 09:57:55","normal","2015-03-17 16:05:11",4
262664,"DEFECT","ClassNotFoundException: com.sun.tools.doclint.HtmlTag starting from ModuleCL@5dc06c6e[org.netbeans.modules.javadoc] with possible defining loaders [ModuleCL@560f24b5[org.netbeans.libs.javacimpl]] and","java","Javadoc","ralphbenjamin","ehsavoie",8.2,"RESOLVED","FIXED","2016-07-04 08:37:00","normal","2016-07-07 01:51:55",10
257522,"DEFECT","""compile on save"" doesn't work for maven and ANT (but CoS works well for 7.4 on the same machine)","java","Compiler","dbalek","raydac",8.1,"RESOLVED","INCOMPLETE","2016-01-11 17:06:19","normal","2016-01-26 12:58:00",12
256770,"DEFECT","Changing toolchain on multiple projects causes problems","cnd","Code Model","vkvashin","MackSix",8.1,"VERIFIED","FIXED","2015-11-25 04:16:50","normal","2016-02-03 11:08:33",9
270604,"DEFECT","org.netbeans.modules.java.source.parsing.OutputFileManager$InvalidSourcePath at org.netbeans.api.java.source.ClasspathInfo.<init>","editor","Parsing & Indexing","tzezula","vv159170","Dev","RESOLVED","FIXED","2017-05-10 10:16:34","normal","2017-05-12 01:45:36",7
250476,"DEFECT","comment lost with fix on hint ""if statement is redundant""","java","Hints","sdedic","err","8.0.2","VERIFIED","FIXED","2015-02-17 20:31:09","normal","2015-04-01 15:02:24",2
258194,"DEFECT","Adding a Java file into ""Files"" view of a C++ project spoils the project","cnd","Project","issues","vkvashin",8.2,"RESOLVED","INCOMPLETE","2016-03-01 11:59:11","normal","2016-04-17 17:28:35",5
256194,"DEFECT","Setuptools projects don't properly appear after creation on Windows","python","Projects","ralphbenjamin","mr_lou_d",8.1,"CLOSED","FIXED","2015-10-27 08:33:21","normal","2017-06-23 08:05:56",3
271532,"DEFECT","Build no longer works after some time","cnd","execution","ilia","tbrunhoff","Dev","RESOLVED","WORKSFORME","2017-09-26 18:06:14","normal","2017-09-28 05:28:30",6
253244,"DEFECT","Background scanning task blocks project execution","projects","Maven","tstupka","gtzabari",8.1,"RESOLVED","FIXED","2015-06-29 16:17:53","normal","2015-07-21 09:37:33",8
259122,"DEFECT","NullPointerException at org.netbeans.modules.editor.actions.PasteLinesAction.actionPerformed","editor","Actions/Menu/Toolbar","ralphbenjamin","ralphbenjamin",8.2,"RESOLVED","FIXED","2016-05-04 10:57:30","normal","2016-05-17 01:46:44",4
258370,"DEFECT","Tomcat cannot start if proxy is manually set up","platform","Proxy","lfischmeistr","lfischmeistr",8.1,"NEW"," ---","2016-03-15 08:57:13","normal","2016-03-15 08:57:13",1
252076,"DEFECT","Oracle plugins considered as 3rd-party during validation","platform","Plugin Manager","lfischmeistr","jkovalsky",8.1,"VERIFIED","WONTFIX","2015-04-24 14:12:36","normal","2015-05-21 10:29:50",7
250237,"DEFECT","NullPointerException at org.netbeans.modules.profiler.NetBeansProfiler.attachToApp","profiler","Base","jis","akobberup",8.1,"RESOLVED","FIXED","2015-02-05 12:51:39","normal","2015-03-16 02:11:11",4
254333,"DEFECT","NullPointerException at com.sun.tools.javac.parser.JavacParser$SimpleEndPosTable.storeEnd","java","Compiler","dbalek","stwr",8.1,"RESOLVED","FIXED","2015-08-13 06:21:46","normal","2015-09-03 01:24:44",5
256115,"DEFECT","Mixed dev navigation freezes UI for long","cnd","Mixed Development","petrk","vkvashin",7.3,"RESOLVED","DUPLICATE","2015-10-22 18:31:23","normal","2015-11-02 14:07:43",2
267440,"DEFECT","Autocomplete does not work properly within function parameters (PHP)","php","Editor","tmysik","mrugendrabhure",8.1,"RESOLVED","WORKSFORME","2016-08-05 09:25:56","normal","2016-08-29 05:48:51",3
268861,"DEFECT","link at Help is not working - Netbeans domain issue","ide","Code","issues","DimitriAus",8.2,"NEW"," ---","2016-11-06 13:26:29","normal","2016-11-06 13:26:35",2
253581,"DEFECT","No code completion and syntax highlighting with too long documentation","javascript","Documentation","ppisl","kalaider","8.0.2","RESOLVED","FIXED","2015-07-20 12:42:17","normal","2015-07-20 19:05:40",3
255363,"DEFECT","Codecompletion generates unnessesary cast inside instanceof check","editor","Completion & Templates","dbalek","akobberup",8.1,"RESOLVED","FIXED","2015-09-17 12:46:08","normal","2015-09-19 03:05:02",5
268109,"DEFECT","[82cat] pinnable watches open at a different place","debugger","Code","mentlicher","muellermi",8.1,"NEW"," ---","2016-09-20 09:01:58","normal","2016-10-03 13:53:27",2
252829,"DEFECT","java.lang.NullPointerException when create full remote project","cnd","Project","alexvsimon","vv159170",8.1,"RESOLVED","FIXED","2015-06-05 10:19:19","normal","2015-06-05 14:40:46",2
258707,"DEFECT","Adjacent comments are reformatted improperly","java","Editor","dbalek","naquada",8.1,"NEW"," ---","2016-04-07 15:31:05","normal","2016-04-14 12:43:35",4
