Bug ID,Type,Summary,Product,Component,Assignee,Status,Resolution,QA Contact,Reporter,Triage Owner,Version,platform-rel,Opened,Severity,Updated,Closed,Number of Comments,Keywords,Root Cause,Regressions,Has Regression Range,Bug Interest,Crash Signature,category
1461262,enhancement,telemetryhistogram avoid race deadlock,Toolkit,Telemetry,so61pi.re,RESOLVED,FIXED,,alessio.placitelli,Chris H-C :chutten,Trunk, ---,14-05-2018 00:28,normal,08-08-2018 06:16,07-08-2018 21:56,16,, ---,, ---,,,['CONCURRENCY']
1466116,enhancement,sync pr ensur config set port gener atom,Testing,web-platform-tests,wptsync,RESOLVED,FIXED,,wptsync,James Graham [:jgraham],unspecified, ---,01-06-2018 06:26,normal,02-07-2018 09:23,28-06-2018 21:57,7,, ---,, ---,,,['CONCURRENCY']
1461476,enhancement,sync pr set movement valu pointer event lock,Core,DOM: Events,wptsync,RESOLVED,FIXED,,wptsync,Hsin-Yi Tsai [:hsinyi],unspecified, ---,14-05-2018 14:02,normal,23-05-2018 02:54,23-05-2018 09:54,9,, ---,, ---,,,['CONCURRENCY']
1461496,enhancement,sync pr add test verifi particular peerconnect setup doe deadlock,Core,WebRTC,wptsync,RESOLVED,FIXED,,wptsync,Dan Minor [:dminor],unspecified, ---,14-05-2018 15:03,normal,21-05-2018 02:58,21-05-2018 09:58,6,, ---,, ---,,,"['REGRESSION', 'PERFORMANCE', 'CONCURRENCY']"
1463510,enhancement,sync pr fix race condit,Core,DOM: Core & HTML,wptsync,RESOLVED,FIXED,,wptsync,Hsin-Yi Tsai [:hsinyi],unspecified, ---,22-05-2018 10:55,normal,13-03-2019 06:42,11-06-2018 09:40,8,, ---,, ---,,,['CONCURRENCY']
1462850,enhancement,sync pr avoid race condit,Core,Layout: Text and Fonts,wptsync,RESOLVED,FIXED,,wptsync,Jonathan Kew (:jfkthame),unspecified, ---,18-05-2018 18:22,normal,29-08-2018 11:09,29-08-2018 18:09,10,, ---,, ---,,,['CONCURRENCY']
1466135,enhancement,investig refin atom mark bitmap collect zone finish sweep,Core,JavaScript: GC,nobody,NEW, ---,,jcoppeard,Jon Coppeard (:jonco),unspecified, ---,01-06-2018 07:18,normal,27-06-2019 22:07,,1,, ---,, ---,,,['CONCURRENCY']
1461732,defect,wasm race modul gener destruct helper thread function,Core,JavaScript Engine: JIT,nobody,RESOLVED,INVALID,,bbouvier,Steven DeTar [:sdetar],Trunk, ---,15-05-2018 09:46,normal,29-05-2018 04:05,29-05-2018 11:03,7,, ---,, ---,,,['CONCURRENCY']
1464368,defect,mark atom test random,Core,JavaScript Engine,andrebargull,RESOLVED,FIXED,,andrebargull,Steven DeTar [:sdetar],Trunk, ---,25-05-2018 03:33,normal,27-05-2018 10:07,26-05-2018 04:13,7,, ---,, ---,,,"['CONCURRENCY', 'PERFORMANCE']"
1460289,enhancement,deadlock async scene build,Core,Graphics: WebRender,kats,RESOLVED,FIXED,,kats,Jessie [:jbonisteel] pls NI,Other Branch, ---,09-05-2018 07:18,normal,10-05-2018 02:54,10-05-2018 09:54,8,, ---,, ---,,,['CONCURRENCY']
1460180,enhancement,remov rdf atom,Core,XPCOM,n.nethercote,RESOLVED,FIXED,,n.nethercote,Nathan Froyd [:froydnj],unspecified, ---,08-05-2018 21:37,normal,10-10-2018 21:05,11-10-2018 04:05,12,, ---,, ---,,,"['CLEAN', 'CONCURRENCY']"
1463961,enhancement,dllinterceptor malloc init lock static initi,Core,XPCOM,aklotz,RESOLVED,FIXED,,dmajor,Nathan Froyd [:froydnj],unspecified, ---,23-05-2018 19:46,normal,01-06-2018 02:49,01-06-2018 09:49,6,, ---,, ---,,,['CONCURRENCY']
1460988,enhancement,yet anoth case hold layer tree lock block wr thread,Core,Graphics: WebRender,kats,RESOLVED,FIXED,,kats,Jessie [:jbonisteel] pls NI,Other Branch, ---,11-05-2018 13:35,normal,12-05-2018 03:00,12-05-2018 10:00,5,, ---,, ---,,,"['CONCURRENCY', 'CRASH']"
1464823,defect,wayland glcontextegl race main thread call,Core,Widget: Gtk,stransky,RESOLVED,FIXED,,moz,Martin Stránský [:stransky],60 Branch, ---,28-05-2018 06:24,normal,27-06-2019 03:23,15-06-2018 02:40,30,, ---,, ---,,,['CONCURRENCY']
1458663,enhancement,need unlock lock account due close email,Cloud Services,Server: Firefox Accounts,nobody,RESOLVED,FIXED,,coxinator138,,59 Branch, ---,02-05-2018 12:43,normal,08-05-2018 09:05,08-05-2018 16:05,5,, ---,, ---,,,['CONCURRENCY']
1462693,defect,intermitt summari threadsanit data race isforward,Core,JavaScript: GC,jcoppeard,RESOLVED,FIXED,,aryx.bugmail,Jon Coppeard (:jonco),unspecified, ---,18-05-2018 09:11,normal,07-08-2019 17:07,04-06-2018 18:39,8,sec-moderate, ---,, ---,,,['CONCURRENCY']
1465897,defect,copi folder instruct say go tool account set synchron storag,Thunderbird,Untriaged,nobody,RESOLVED,INVALID,,chbruce,,60, ---,31-05-2018 11:17,normal,31-05-2018 12:17,31-05-2018 19:17,2,, ---,, ---,,,['CONCURRENCY']
1459003,enhancement,race condit,Developer Services,Mercurial: hg.mozilla.org,nobody,RESOLVED,FIXED,,sheehan,Connor Sheehan [:sheehan],unspecified, ---,03-05-2018 12:29,normal,16-07-2018 08:39,16-07-2018 15:39,2,, ---,, ---,,,['CONCURRENCY']
1464002,defect,mip atom compareexchang,Core,JavaScript Engine,qiaopengcheng-hf,RESOLVED,FIXED,,qiaopengcheng-hf,Steven DeTar [:sdetar],61 Branch, ---,24-05-2018 00:57,normal,12-07-2018 04:45,25-05-2018 10:11,8,, ---,, ---,,,['CONCURRENCY']
1464955,defect,firefox sync account wa lock cant sign,Cloud Services,Server: Firefox Accounts,nobody,RESOLVED,WORKSFORME,,jimster2375,,unspecified, ---,28-05-2018 19:21,normal,18-06-2018 09:00,18-06-2018 16:00,4,, ---,, ---,,,['CONCURRENCY']
1463723,enhancement,remov ubi refer atom zone,Core,JavaScript Engine,jcoppeard,RESOLVED,FIXED,,jcoppeard,Steven DeTar [:sdetar],unspecified, ---,23-05-2018 05:50,normal,24-05-2018 08:43,24-05-2018 15:43,6,, ---,, ---,,,"['CLEAN', 'CONCURRENCY']"
1462525,defect,new version version take mous click bookmark tab total lock comput everytim,Firefox,Untriaged,nobody,RESOLVED,INCOMPLETE,,rsoots,"Emma Humphries, Bugmaster ☕️🎸🧞‍♀️✨ (she/they) [:emceeaich] (UTC-8) needinfo? me",59 Branch, ---,17-05-2018 19:10,normal,07-06-2018 00:21,07-06-2018 07:21,4,, ---,, ---,,,"['REGRESSION', 'USABILITY', 'POLISH', 'CONCURRENCY']"
1464341,defect,error synchron load databas resourc,Toolkit,Add-ons Manager,nobody,RESOLVED,DUPLICATE,,hskupin,Shane Caraveo (:mixedpuppy),unspecified, ---,25-05-2018 01:40,normal,25-05-2018 14:07,25-05-2018 21:04,3,, ---,, ---,,,"['CONCURRENCY', 'PERFORMANCE']"
1459200,task,autom synchron http mirror,Developer Services,General,janx,RESOLVED,FIXED,,janx,,unspecified, ---,04-05-2018 07:01,normal,12-12-2018 08:27,12-12-2018 16:27,18,, ---,, ---,,,"['CONCURRENCY', 'NETWORKING']"
1466171,enhancement,remov restrict collect atom main thread pars,Core,JavaScript: GC,jcoppeard,RESOLVED,FIXED,,jcoppeard,Jon Coppeard (:jonco),61 Branch, ---,01-06-2018 09:38,normal,18-06-2018 08:01,05-06-2018 09:44,5,, ---,, ---,,,"['CLEAN', 'CONCURRENCY']"
1462681,enhancement,error synchron load databas,Toolkit,Add-ons Manager,nobody,RESOLVED,DUPLICATE,,ato,Shane Caraveo (:mixedpuppy),62 Branch, ---,18-05-2018 08:33,normal,25-05-2018 14:04,23-05-2018 19:07,5,, ---,, ---,,,"['CONCURRENCY', 'PERFORMANCE']"
1461619,defect,updat atom mark bit race object group sweep,Core,JavaScript: GC,jcoppeard,RESOLVED,FIXED,,jcoppeard,Jon Coppeard (:jonco),unspecified, ---,15-05-2018 03:26,normal,07-08-2019 16:56,04-06-2018 18:48,14,"csectype-race, sec-moderate", ---,, ---,,,['CONCURRENCY']
1458541,enhancement,unbreak api compat lock unlock certtrust,NSS,Libraries,nobody,RESOLVED,WONTFIX,,dueno,J.C. Jones [:jcj] (he/him) [increased latency due to COVID-19],trunk, ---,02-05-2018 06:40,normal,02-05-2018 09:23,02-05-2018 16:23,4,, ---,, ---,,,"['CLEAN', 'CONCURRENCY']"
1465338,defect,mix content page show green lock,Firefox,Security,nobody,RESOLVED,INVALID,,ricardosanz1b,Johann Hofmann [:johannh],60 Branch, ---,30-05-2018 00:58,normal,31-05-2018 10:18,31-05-2018 17:18,2,, ---,, ---,,,"['CLEAN', 'CONCURRENCY']"
1458475,defect,synchron cardbook synolog carddav server,Thunderbird,Untriaged,nobody,RESOLVED,INVALID,,kumstrecker,,52 Branch, ---,02-05-2018 02:05,normal,29-11-2019 01:35,21-10-2019 12:24,14,, ---,, ---,,,"['CONCURRENCY', 'NETWORKING']"
1465472,enhancement,remov atom,Core,JavaScript Engine,jdemooij,RESOLVED,FIXED,,jdemooij,Steven DeTar [:sdetar],unspecified, ---,30-05-2018 07:35,normal,31-03-2019 01:35,31-05-2018 21:55,9,, ---,, ---,,,"['CLEAN', 'CONCURRENCY']"
1464065,enhancement,avoid unnecessari work nsifram frame visual atom,Core,Web Painting,mikokm,RESOLVED,FIXED,,mikokm,Matt Woodrow (:mattwoodrow),unspecified, ---,24-05-2018 06:43,normal,25-05-2018 10:53,25-05-2018 17:53,5,, ---,, ---,,,['CONCURRENCY']
1466574,enhancement,make handl race better,Firefox Build System,General,dmose,RESOLVED,FIXED,,dmose,Ricky Stewart,3 Branch, ---,04-06-2018 09:03,normal,27-12-2018 18:36,26-06-2018 09:23,10,, ---,, ---,,,['CONCURRENCY']
1468533,defect,race condit throw error consol,Tree Management,Treeherder: Frontend,cdawson,RESOLVED,FIXED,,cdawson,Cameron Dawson [:camd], ---, ---,13-06-2018 10:47,normal,13-06-2018 11:26,13-06-2018 18:26,4,, ---,, ---,,,['CONCURRENCY']
1466508,enhancement,fix race condit within wpt test,Core,DOM: Security,ckerschb,RESOLVED,FIXED,,ckerschb,Christoph Kerschbaumer [:ckerschb],unspecified, ---,04-06-2018 04:54,normal,19-01-2019 15:27,06-06-2018 17:11,19,, ---,, ---,,,"['CONCURRENCY', 'PERFORMANCE']"
1468108,defect,httpchannelpar jank main thread block lock buffer steal,Core,Networking,amarchesini,RESOLVED,FIXED,,mstange.moz,Nhi Nguyen (:nhi),Trunk, ---,10-06-2018 12:39,normal,18-06-2018 07:06,18-06-2018 09:03,7,, ---,, ---,,,"['CRASH', 'CONCURRENCY']"
1466723,enhancement,fix race,Core,Layout,jwatt,RESOLVED,FIXED,,jwatt,Sean Voisen (:svoisen),unspecified, ---,04-06-2018 17:33,normal,05-06-2018 15:03,05-06-2018 22:03,7,, ---,, ---,,,['CONCURRENCY']
1468098,enhancement,race open session right content crash,GeckoView,General,nobody,NEW, ---,,snorp,Emily Toop (:fluffyemily),unspecified, ---,10-06-2018 11:25,normal,10-09-2019 13:01,,1,, ---,, ---,,,"['CONCURRENCY', 'CLEAN', 'CRASH']"
1466441,defect,skin color chang stick race condit,Core,CSS Parsing and Computation,nobody,RESOLVED,WORKSFORME,,kdubost,Sean Voisen (:svoisen),58 Branch, ---,03-06-2018 21:22,normal,03-10-2019 09:52,03-10-2019 16:52,15,, ---,, ---,,,"['REGRESSION', 'CONCURRENCY']"
1468970,defect,papzctreemanag construct race condit,Core,Panning and Zooming,nobody,RESOLVED,INCOMPLETE,,kats,Botond Ballo [:botond],unspecified, ---,15-06-2018 08:25,normal,14-05-2020 12:06,14-05-2020 19:06,2,, ---,, ---,,,['CONCURRENCY']
1467241,enhancement,jenkin travi build upload need synchron,Data Platform and Tools,Operations,hwoo,RESOLVED,WONTFIX,jthomas,hwoo,Melissa O'Connor [:melissa],unspecified, ---,06-06-2018 11:44,normal,08-01-2020 09:49,08-01-2020 17:49,1,, ---,, ---,,,['CONCURRENCY']
1468422,enhancement,investig allow collect atom zone sooner pars,Core,JavaScript: GC,nobody,NEW, ---,,jcoppeard,Jon Coppeard (:jonco),61 Branch, ---,12-06-2018 17:32,normal,12-06-2018 17:32,,1,, ---,, ---,,,"['PERFORMANCE', 'CONCURRENCY']"
1467219,enhancement,refactor nsdocshel navig codepath perform histori oper asynchron except one requir synchron,Core,DOM: Core & HTML,nobody,RESOLVED,DUPLICATE,,telin,Hsin-Yi Tsai [:hsinyi],unspecified, ---,06-06-2018 10:52,normal,13-03-2019 06:42,03-07-2018 18:44,4,, ---,, ---,,,"['CLEAN', 'CONCURRENCY']"
1467380,defect,avoid accident slightli scroll vertic use touchpad implement axi lock mac trackpad,Core,Panning and Zooming,wjohnston2000,RESOLVED,FIXED,,ryenus,Botond Ballo [:botond],60 Branch, ---,06-06-2018 22:53,normal,11-06-2020 04:26,26-05-2020 02:41,20,, ---,, ---,,,"['POLISH', 'PERFORMANCE', 'USABILITY', 'CONCURRENCY']"
1467603,enhancement,provid way lock updat,Firefox,Enterprise Policies,nobody,RESOLVED,DUPLICATE,,mozilla,Mike Kaply [:mkaply],Trunk, ---,07-06-2018 14:55,normal,03-07-2019 07:39,03-07-2019 14:39,4,, ---,, ---,,,['CONCURRENCY']
1471261,enhancement,fix freetyp race condit omtp enabl,Core,Graphics: Layers,rhunt,RESOLVED,FIXED,,rhunt,Jessie [:jbonisteel] pls NI,unspecified, ---,26-06-2018 08:49,normal,05-07-2018 02:40,27-06-2018 10:30,8,, ---,, ---,,,['CONCURRENCY']
1467155,enhancement,fix csp web platform test race condit error report check,Testing,web-platform-tests,nobody,NEW, ---,,ckerschb,James Graham [:jgraham],unspecified, ---,06-06-2018 08:02,normal,12-02-2019 14:37,,3,, ---,, ---,,,"['PERFORMANCE', 'CONCURRENCY']"
1468824,enhancement,sync pr revert ensur config set port gener atom,Testing,web-platform-tests,wptsync,RESOLVED,FIXED,,wptsync,James Graham [:jgraham],unspecified, ---,14-06-2018 12:10,normal,02-07-2018 09:36,28-06-2018 21:59,6,, ---,, ---,,,['CONCURRENCY']
1471813,enhancement,sync pr wake lock api enabl navig interfac,Testing,web-platform-tests,wptsync,RESOLVED,FIXED,,wptsync,James Graham [:jgraham],unspecified, ---,27-06-2018 23:37,normal,23-08-2018 14:43,23-08-2018 21:43,26,, ---,, ---,,,"['CONCURRENCY', 'CLEAN']"
1472022,enhancement,sync pr web lock api upstream test,Testing,web-platform-tests,wptsync,RESOLVED,FIXED,,wptsync,James Graham [:jgraham],unspecified, ---,28-06-2018 14:59,normal,25-07-2018 07:24,25-07-2018 14:24,12,, ---,, ---,,,"['CONCURRENCY', 'CLEAN', 'PERFORMANCE']"
1469052,defect,open contain folder lock firefox,Firefox,Downloads Panel,nobody,RESOLVED,WORKSFORME,,kolubat,Marco Bonardo [:mak],60 Branch, ---,15-06-2018 14:26,normal,05-02-2019 15:19,05-02-2019 23:19,6,, ---,, ---,,,['CONCURRENCY']
1468907,defect,wayland glcontextegl race patch segv renesa powervr sgx mp,Core,Widget: Gtk,nobody,UNCONFIRMED, ---,,cosmo0920.oucc,Martin Stránský [:stransky],Trunk, ---,15-06-2018 00:05,normal,30-05-2019 16:49,,2,, ---,, ---,,,['CONCURRENCY']
1468485,defect,move cursor lock step track protect tour,Firefox,Site Identity,nobody,RESOLVED,WONTFIX,,cristian.fogel,Nihanth Subramanya [:nhnt11],Trunk, ---,13-06-2018 06:58,minor,13-06-2018 17:43,14-06-2018 00:43,2,, ---,, ---,,,"['CLEAN', 'USABILITY', 'CONCURRENCY', 'SECURITY']"
1466392,defect,assert failur missom race evalinwork setjitcompileropt,Core,JavaScript Engine,jdemooij,RESOLVED,FIXED,,choller,Steven DeTar [:sdetar],Trunk, ---,03-06-2018 03:58,critical,11-09-2018 18:04,11-09-2018 22:21,18,"assertion, bugmon, regression", ---,, ---,,,"['CRASH', 'CONCURRENCY']"
1468912,defect,caldav doe synchron nextcloud true,Calendar,Provider: CalDAV,makemyday,RESOLVED,FIXED,,bugzilla.mozilla.org,,Lightning 6.2, ---,15-06-2018 00:32,major,14-07-2019 20:32,22-01-2019 04:14,102,regression, ---,, ---,,,['CONCURRENCY']
1470679,defect,lightn synchron nextcloud thunderbird,Calendar,Provider: CalDAV,nobody,RESOLVED,DUPLICATE,,azimut2000,,Lightning 6.2, ---,23-06-2018 11:47,normal,30-07-2018 07:23,30-07-2018 14:23,4,, ---,, ---,,,['CONCURRENCY']
1467072,defect,cooki except synchron,Firefox,Sync,nobody,RESOLVED,DUPLICATE,,toover,Mark Hammond [:markh] [:mhammond],unspecified, ---,06-06-2018 02:40,normal,06-06-2018 19:48,07-06-2018 02:48,2,, ---,, ---,,,['CONCURRENCY']
1467842,enhancement,take exclus access lock dure gc,Core,JavaScript: GC,jcoppeard,RESOLVED,FIXED,,jcoppeard,Jon Coppeard (:jonco),61 Branch, ---,08-06-2018 09:42,normal,09-07-2018 07:58,19-06-2018 21:57,9,, ---,, ---,,,"['SECURITY', 'CONCURRENCY']"
1472131,defect,bookmark synchron two comput correct folder,Firefox,Sync,nobody,RESOLVED,DUPLICATE,,hassenjunior,Mark Hammond [:markh] [:mhammond],unspecified, ---,29-06-2018 03:51,normal,03-07-2018 06:24,03-07-2018 13:24,2,, ---,, ---,,,"['POLISH', 'CONCURRENCY']"
1469290,enhancement,avoid extra lock,Core,Networking,amarchesini,RESOLVED,FIXED,,amarchesini,Nhi Nguyen (:nhi),unspecified, ---,18-06-2018 07:06,normal,06-07-2018 12:54,19-06-2018 10:12,6,, ---,, ---,,,['CONCURRENCY']
1471901,enhancement,synchron fail record creat custom id ie uuid,Firefox,Remote Settings Client,mathieu,RESOLVED,FIXED,,mathieu,Mathieu Leplatre [:leplatrem],Trunk, ---,28-06-2018 07:37,normal,16-09-2018 23:04,13-07-2018 08:56,9,, ---,, ---,,,"['CONCURRENCY', 'CRASH']"
1470191,defect,use mainthread atom attribut,Core,DOM: Core & HTML,bugs,RESOLVED,FIXED,,bugs,Hsin-Yi Tsai [:hsinyi],unspecified, ---,21-06-2018 08:03,normal,13-03-2019 06:42,21-06-2018 21:56,3,, ---,, ---,,,"['PERFORMANCE', 'USABILITY', 'CONCURRENCY']"
1470640,defect,race condit send close may fail updat event,Calendar,Dialogs,makemyday,RESOLVED,FIXED,,public,,Lightning 6.2, ---,22-06-2018 23:15,normal,13-07-2018 13:53,27-06-2018 08:56,9,, ---,, ---,,,"['CONCURRENCY', 'CRASH']"
1470606,defect,expos repositori data atom,Developer Services,Mercurial: hg.mozilla.org,gps,RESOLVED,FIXED,,gps,Connor Sheehan [:sheehan],unspecified, ---,22-06-2018 17:29,normal,27-07-2018 11:09,13-07-2018 18:55,46,, ---,, ---,,,['CONCURRENCY']
1469446,defect,make element creation less atom heavi,Core,DOM: Core & HTML,bugs,RESOLVED,FIXED,,bugs,Hsin-Yi Tsai [:hsinyi],unspecified, ---,18-06-2018 17:00,normal,13-03-2019 06:42,20-06-2018 11:35,3,, ---,, ---,,,['CONCURRENCY']
1467070,defect,firefox account lock,Cloud Services,Server: Firefox Accounts,nobody,RESOLVED,FIXED,,fuks11,,52 Branch, ---,06-06-2018 02:34,normal,07-06-2018 02:03,07-06-2018 09:03,3,, ---,, ---,,,['CONCURRENCY']
1468930,defect,high cpu usag certain page lock wayland display manag ff esr dev edit nightli xwayland javascript relat,Core,Graphics,nobody,RESOLVED,INVALID,,rbf,Jessie [:jbonisteel] pls NI,61 Branch, ---,15-06-2018 03:21,normal,25-10-2018 08:15,25-10-2018 15:15,12,, ---,, ---,,,"['PERFORMANCE', 'CONCURRENCY', 'POLISH']"
1457470,enhancement,avoid race condit sampl apz transform concurr updat tree,Core,Graphics: WebRender,kats,RESOLVED,FIXED,,kats,Jessie [:jbonisteel] pls NI,Other Branch, ---,27-04-2018 07:21,normal,03-05-2018 15:16,03-05-2018 22:16,2,, ---,, ---,,,['CONCURRENCY']
1458008,defect,shuffl shape flag around avoid race,Core,JavaScript Engine,jdemooij,RESOLVED,FIXED,,jdemooij,Steven DeTar [:sdetar],unspecified, ---,30-04-2018 12:28,normal,02-05-2018 08:09,02-05-2018 15:09,11,, ---,, ---,,,['CONCURRENCY']
1457545,defect,mac crash deadlock trigger dlsym deadlock,Toolkit,Crash Reporting,haftandilian,RESOLVED,FIXED,,haftandilian,Gabriele Svelto [:gsvelto],57 Branch, ---,27-04-2018 12:02,normal,20-05-2018 03:11,20-05-2018 10:11,19,, ---,, ---,,,"['CRASH', 'CONCURRENCY']"
1456260,enhancement,support concurr call,GeckoView,General,droeh,RESOLVED,FIXED,,droeh,Emily Toop (:fluffyemily),unspecified, ---,23-04-2018 13:21,normal,27-12-2018 13:19,28-04-2018 17:33,9,, ---,, ---,,,"['PERFORMANCE', 'CONCURRENCY']"
1453010,defect,click target icon doe lock highlight element,DevTools,Inspector: Animations,daisuke,VERIFIED,FIXED,,gyula.palko,Daisuke Akatsuka (:daisuke),61 Branch, ---,10-04-2018 08:44,normal,17-07-2018 00:57,29-04-2018 09:50,48,regression, ---,, ---,,,"['USABILITY', 'CONCURRENCY']"
1453741,enhancement,remov synchron certif verif api,Core,Security: PSM,dkeeler,RESOLVED,FIXED,,dkeeler,Dana Keeler (she/her) (use needinfo) (:keeler for reviews),unspecified, ---,12-04-2018 10:58,normal,02-05-2020 17:02,17-04-2018 09:57,11,, ---,, ---,,,"['CLEAN', 'CONCURRENCY']"
1452653,enhancement,race webdriv close get back forward refresh due earli return tabclos unload event,Testing,Marionette,hskupin,RESOLVED,FIXED,,hskupin,Henrik Skupin (:whimboo) [⌚️UTC+2],unspecified, ---,09-04-2018 08:00,normal,04-07-2018 22:48,25-05-2018 00:06,50,, ---,, ---,,,['CONCURRENCY']
1456005,defect,trr deadlock captiv portal detect fail,Core,Networking: DNS,kershaw,RESOLVED,FIXED,,mt,Nhi Nguyen (:nhi),unspecified, ---,22-04-2018 17:35,normal,04-09-2019 09:05,04-09-2019 16:05,18,, ---,, ---,,,"['CONCURRENCY', 'CRASH']"
1457501,defect,mac crash deadlock trigger crashreport lock acquisit,Toolkit,Crash Reporting,haftandilian,RESOLVED,FIXED,,haftandilian,Gabriele Svelto [:gsvelto],57 Branch, ---,27-04-2018 09:28,normal,06-05-2018 23:10,01-05-2018 10:21,19,, ---,, ---,,,"['CRASH', 'CONCURRENCY']"
1451731,defect,synchron access variou stream class async wait callback refer,Core,Networking,amarchesini,RESOLVED,FIXED,,honzab.moz,Nhi Nguyen (:nhi),Trunk, ---,05-04-2018 06:33,normal,13-04-2018 07:08,10-04-2018 22:03,29,, ---,, ---,,,"['CONCURRENCY', 'SECURITY']"
1456774,enhancement,remov pars task doe linear search helper thread lock held,Core,JavaScript Engine,jcoppeard,RESOLVED,FIXED,,jcoppeard,Steven DeTar [:sdetar],unspecified, ---,25-04-2018 02:39,normal,31-05-2018 00:12,10-05-2018 22:01,7,, ---,, ---,,,"['CLEAN', 'CONCURRENCY']"
1452204,defect,doe synchron stackwalk work window,Core,mozglue,xidorn+moz,RESOLVED,FIXED,,mstange.moz,Mike Hommey [:glandium],Trunk, ---,06-04-2018 12:24,normal,10-06-2018 18:17,07-06-2018 21:59,21,, ---,, ---,,,"['CONCURRENCY', 'USABILITY']"
1453498,defect,lock second monitor,Core,Graphics,nobody,UNCONFIRMED, ---,,lyfeslap,Jessie [:jbonisteel] pls NI,60 Branch, ---,11-04-2018 14:41,major,07-05-2018 10:13,,1,, ---,, ---,,,['CONCURRENCY']
1452898,defect,tsan report data race call jsruntim helper thread,Core,JavaScript Engine,jcoppeard,RESOLVED,FIXED,,jcoppeard,Steven DeTar [:sdetar],unspecified, ---,10-04-2018 03:39,normal,11-04-2018 07:44,11-04-2018 14:44,7,, ---,, ---,,,['CONCURRENCY']
1451461,enhancement,pinch lock consid one recent pinch gestur event,Core,Panning and Zooming,jlogandavison,RESOLVED,FIXED,,botond,Botond Ballo [:botond],Trunk, ---,04-04-2018 12:44,normal,02-04-2020 00:05,07-03-2019 04:38,56,, ---,, ---,,,['CONCURRENCY']
1454926,defect,treat error potenti deadlock detect output failur,Testing,General,nobody,NEW, ---,,kats,Geoff Brown [:gbrown],59 Branch, ---,18-04-2018 05:43,normal,06-12-2018 12:50,,1,, ---,, ---,,,"['CONCURRENCY', 'CRASH']"
1457280,enhancement,never set track synchron,Core,WebRTC,nobody,NEW, ---,,jib,Dan Minor [:dminor],Trunk, ---,26-04-2018 13:02,normal,27-04-2018 00:50,,1,, ---,, ---,,,['CONCURRENCY']
1452045,defect,race condit allow inject content script wrong context,WebExtensions,General,nobody,NEW, ---,,ecfbugzilla,Shane Caraveo (:mixedpuppy),Trunk, ---,06-04-2018 02:35,normal,19-06-2018 13:04,,3,, ---,, ---,,,"['CONCURRENCY', 'PERFORMANCE', 'CLEAN']"
1454602,enhancement,support multipl concurr process geckoview persist,Toolkit,Telemetry,nobody,RESOLVED,WONTFIX,,alessio.placitelli,Chris H-C :chutten,Trunk, ---,17-04-2018 02:58,normal,02-10-2019 06:52,02-10-2019 13:52,4,, ---,, ---,,,"['PERFORMANCE', 'CONCURRENCY']"
1451831,enhancement,registr term updat lock user term page accept,Webtools,Pontoon,nobody,NEW, ---,,pmo,,Trunk, ---,05-04-2018 11:11,normal,03-04-2020 10:18,,1,, ---,, ---,,,['CONCURRENCY']
1457560,enhancement,expos use test atom oper timeout,Core,JavaScript Engine,waldron.rick,RESOLVED,FIXED,,waldron.rick,Steven DeTar [:sdetar],unspecified, ---,27-04-2018 12:58,normal,30-06-2018 15:01,08-06-2018 09:59,35,, ---,, ---,,,"['PERFORMANCE', 'USABILITY', 'CONCURRENCY']"
1452734,defect,clean synchron introduc version local domloc class,Core,Internationalization,gandalf,RESOLVED,WONTFIX,,gandalf,Makoto Kato [:m_kato],unspecified, ---,09-04-2018 11:59,normal,27-11-2019 00:58,26-11-2019 22:14,7,, ---,, ---,,,"['CLEAN', 'CONCURRENCY']"
1456581,enhancement,gmail sent folder lock browser minut,Core,Layout: Text and Fonts,nobody,NEW, ---,,gpascutto,Jonathan Kew (:jfkthame),unspecified, ---,24-04-2018 11:08,normal,29-10-2018 15:22,,13,, ---,, ---,,,['CONCURRENCY']
1453975,enhancement,sync pr fix race test,Core,WebRTC,nobody,RESOLVED,FIXED,,wptsync,Dan Minor [:dminor],unspecified, ---,13-04-2018 07:52,normal,24-04-2018 14:57,24-04-2018 21:57,9,, ---,, ---,,,"['CONCURRENCY', 'PERFORMANCE']"
1456267,enhancement,sync pr fileapi synchron termin loader abort call,Core,DOM: Core & HTML,nobody,RESOLVED,FIXED,,wptsync,Hsin-Yi Tsai [:hsinyi],unspecified, ---,23-04-2018 13:38,normal,13-03-2019 06:42,02-05-2018 15:06,11,, ---,, ---,,,['CONCURRENCY']
1453039,enhancement,sync pr keyboardlock updat api reject first promis lock call twice,Core,DOM: Core & HTML,nobody,RESOLVED,FIXED,,wptsync,Hsin-Yi Tsai [:hsinyi],unspecified, ---,10-04-2018 09:43,normal,21-04-2018 02:39,21-04-2018 09:39,6,, ---,, ---,,,"['CLEAN', 'CONCURRENCY']"
1450612,enhancement,sync pr set skipservicework flag synchron load main thread,Core,DOM: Service Workers,nobody,RESOLVED,FIXED,,wptsync,Jens Stutte [:jstutte],unspecified, ---,01-04-2018 19:57,normal,16-04-2018 03:45,16-04-2018 10:45,5,, ---,, ---,,,"['CONCURRENCY', 'PERFORMANCE']"
